datetime,demand,total_incl_noncombustion,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2020-01-01 00:00:00,40763.0,67582.0,24.20878336314848,777878.0271432416,579.2027307692307,23572332.012430284,0.0029283000000000004,6079.983042648559,0.0636508,10206.219266644091,0,0.0,12398.0,28364.999999999996,0.0,0.0,0.0,0.0,0,0.0,gas,125295.96134070796,217207.75930968803,0.0
2020-01-01 01:00:00,40234.0,66002.0,23.897828779644268,765173.3983927569,365.7654262948207,23278631.684223723,0.001848557768924303,5809.2847075455065,0.027637470817120622,9989.318950782885,0,0.0,12297.0,27936.999999999996,0.0,0.0,0.0,0.0,0,0.0,gas,124225.2442019762,213649.04461073267,0.0
2020-01-01 02:00:00,39236.0,64968.0,23.625565814509372,741468.0322428229,397.47516800037306,22687193.200315498,0.002008293809024577,5596.516530866369,0.013394155234595053,9749.237631165208,0,0.0,11965.0,27270.999999999996,0.0,0.0,0.0,0.0,0,0.0,gas,120722.03653554352,208859.61552117884,0.0
2020-01-01 03:00:00,39321.0,64033.0,23.625565814509372,743476.2053370562,397.47516800037306,22720978.58959553,0.002008293809024577,5596.687235840136,0.013394155234595053,9750.376134360149,0,0.0,11965.0,27355.999999999996,0.0,0.0,0.0,0.0,0,0.0,gas,120722.03653554352,209486.38676944294,0.0
2020-01-01 04:00:00,38818.0,63778.0,23.576025310875867,731602.4590839521,380.09064963503647,22514527.187647663,0.004152277372262774,5595.528789561469,0.025601291970802922,9739.82171435177,0,0.0,11965.0,26852.999999999996,0.0,0.0,0.0,0.0,0,0.0,gas,120722.03653554352,205656.93841555895,0.0
2020-01-01 05:00:00,39174.0,63533.0,23.594809037232896,740749.182954685,699.603244184,22812377.596937343,0.31946775741028666,5760.361649664291,0.3437147139827522,9914.909557313287,0,0.0,12223.44363999565,26950.556360004335,0.0,0.0,0.0,0.0,0,0.5,gas,123449.0899722108,206368.83144946198,0.0
2020-01-01 06:00:00,38872.0,63783.0,23.576025310875867,733626.0004923061,692.0336953696851,22707934.6433857,0.320545299683862,5770.902828218692,0.34818893001999063,9919.462369416075,0,0.0,12241.566695793194,26630.433304206796,0.0,0.0,0.0,0.0,0,0.5,gas,123640.32138187689,204094.39820835774,0.0
2020-01-01 07:00:00,37411.0,63554.0,23.473200990559288,699257.7052964808,695.3597686242279,22021618.33142192,0.30227384189111245,5647.180637058675,0.3947429680150271,9724.150019192215,0,0.0,12041.31517381461,25369.68482618538,0.0,0.0,0.0,0.0,0,0.5,gas,121544.4463845352,195062.0117651768,0.0
2020-01-01 08:00:00,33722.0,64721.0,22.965770003030634,613701.7493603105,954.6037775905263,19925636.273880042,0.8820743508097546,4903.721283967534,0.821157117979534,8760.871537264538,0,0.0,10912.30931670646,22809.690683293527,0.0,0.0,0.0,0.0,0,1.0,coal,110306.28616202985,176018.0655916625,0.0
2020-01-01 09:00:00,32060.0,67666.0,22.64686357142857,575821.6960651717,895.0364208063445,18698548.362671282,0.3610239915371626,4631.860090513111,0.9008416390794036,7870.624668127213,0,0.0,9854.118113906958,22205.881886093033,0.0,0.0,0.0,0.0,0,1.0,coal,100180.14528138605,170941.00064639532,0.0
