datetime,demand,total_incl_noncombustion
2020-12-28 14:00:00,-4747.848333333331,42557.62500000001
2020-12-28 15:00:00,-6807.123333333332,41204.25
2020-12-28 16:00:00,-2838.0883333333313,41077.125
2020-12-28 19:00:00,-2166.074999999999,45433.12499999999
2020-12-29 05:00:00,-2012.7133333333327,31207.5
2020-12-29 06:00:00,-1651.996666666666,32307.75
2020-12-29 07:00:00,-1565.793333333333,34551.0
2020-12-29 08:00:00,-1697.851666666665,39625.87500000001
2020-12-29 09:00:00,-9667.668333333331,46166.625
2020-12-29 10:00:00,-14005.92333333333,49119.75
2020-12-29 11:00:00,-11089.106666666663,49599.0
2020-12-29 12:00:00,-11802.669999999998,50280.74999999999
2020-12-29 13:00:00,-12775.37666666666,51072.750000000015
2020-12-29 14:00:00,-11969.688333333328,51364.125
2020-12-29 15:00:00,-15211.439999999999,49918.5
2020-12-29 16:00:00,-6293.92333333333,44903.25
2020-12-29 18:00:00,-1182.763333333332,44498.25000000001
2020-12-29 19:00:00,-768.9533333333329,45274.5
2020-12-29 20:00:00,-837.7949999999996,44092.12499999999
2020-12-29 21:00:00,-1116.9616666666657,42751.125
2020-12-30 08:00:00,-4716.838333333331,45201.37499999999
2020-12-30 09:00:00,-13972.816666666664,51306.75
2020-12-30 10:00:00,-17995.629999999994,53228.250000000015
2020-12-30 11:00:00,-14603.269999999997,52580.25000000001
2020-12-30 12:00:00,-13654.801666666659,51422.625
2020-12-30 13:00:00,-12758.669999999995,50154.750000000015
2020-12-30 14:00:00,-12258.778333333328,49138.875
2020-12-30 15:00:00,-12776.68833333333,46990.125
2020-12-30 16:00:00,-4305.084999999998,42834.375
2020-12-30 17:00:00,-1795.9649999999988,44670.375
2020-12-30 18:00:00,-1645.764999999999,44845.875
2020-12-30 19:00:00,-1528.2866666666655,46228.49999999999
2020-12-30 20:00:00,-1747.913333333332,45337.5
2020-12-30 21:00:00,-2247.2416666666654,44335.12499999999
2020-12-31 08:00:00,-4777.519999999999,46098.0
2020-12-31 09:00:00,-12212.924999999997,50956.87500000001
2020-12-31 10:00:00,-14168.973333333332,51489.0
2020-12-31 11:00:00,-10238.174999999996,50369.625
2020-12-31 12:00:00,-11101.264999999996,49260.375
2020-12-31 13:00:00,-11753.03333333333,49761.0
2020-12-31 14:00:00,-11744.203333333327,48611.250000000015
2020-12-31 15:00:00,-12932.67833333333,45777.375
2020-12-31 16:00:00,-3742.996666666665,40124.25
2020-12-31 17:00:00,-459.4383333333319,41713.875
2020-12-31 18:00:00,-1047.3349999999987,42566.625
2020-12-31 19:00:00,-660.8616666666653,43111.125
2020-12-31 20:00:00,-872.728333333333,41684.62499999999
2020-12-31 21:00:00,-1023.6516666666662,40048.87499999999
