"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"NM","Escalante","87","1","08-01-2020","0","1","201","","234","Measured",".116","Calculated",".286","Measured","578.549","Calculated","212.2","Measured",".105","Calculated","2022.9","14","59"
"NM","Escalante","87","1","08-01-2020","1","1","201","","223.6","Measured",".112","Calculated",".284","Measured","569.022","Calculated","210.1","Measured",".105","Calculated","2003.6","14","59"
"NM","Escalante","87","1","08-01-2020","2","1","200","","206.5","Measured",".103","Calculated",".283","Measured","565.632","Calculated","209.6","Measured",".105","Calculated","1998.7","14","59"
"NM","Escalante","87","1","08-01-2020","3","1","200","","194.6","Measured",".097","Calculated",".279","Measured","561.348","Calculated","211","Measured",".105","Calculated","2012","14","59"
"NM","Escalante","87","1","08-01-2020","4","1","201","","184.5","Measured",".092","Calculated",".285","Measured","570.314","Calculated","209.9","Measured",".105","Calculated","2001.1","14","59"
"NM","Escalante","87","1","08-01-2020","5","1","202","","176.1","Measured",".087","Calculated",".282","Measured","568.174","Calculated","211.3","Measured",".105","Calculated","2014.8","14","59"
"NM","Escalante","87","1","08-01-2020","6","1","200","","166.8","Measured",".085","Calculated",".284","Measured","558.77","Calculated","206.4","Measured",".105","Calculated","1967.5","14","59"
"NM","Escalante","87","1","08-01-2020","7","1","200","","174.1","Measured",".088","Calculated",".284","Measured","560.36","Calculated","206.9","Measured",".105","Calculated","1973.1","14","59"
"NM","Escalante","87","1","08-01-2020","8","1","200","","189.7","Measured",".095","Calculated",".282","Measured","560.954","Calculated","208.6","Measured",".105","Calculated","1989.2","14","59"
"NM","Escalante","87","1","08-01-2020","9","1","201","","202.5","Measured",".101","Calculated",".283","Measured","565.519","Calculated","209.6","Measured",".105","Calculated","1998.3","14","59"
"NM","Escalante","87","1","08-01-2020","10","1","211","","264.5","Measured",".126","Calculated",".287","Measured","601.868","Calculated","219.9","Measured",".105","Calculated","2097.1","14","59"
"NM","Escalante","87","1","08-01-2020","11","1","230","","448.7","Measured",".198","Calculated",".296","Measured","669.404","Calculated","237.2","Measured",".105","Calculated","2261.5","14","59"
"NM","Escalante","87","1","08-01-2020","12","1","231","","489.5","Measured",".216","Calculated",".299","Measured","677.385","Calculated","237.6","Measured",".105","Calculated","2265.5","14","59"
"NM","Escalante","87","1","08-01-2020","13","1","234","","485.2","Measured",".212","Calculated",".303","Measured","694.961","Calculated","240.5","Measured",".105","Calculated","2293.6","14","59"
"NM","Escalante","87","1","08-01-2020","14","1","239","","441.2","Measured",".188","Calculated",".308","Measured","721.582","Calculated","245.7","Measured",".105","Calculated","2342.8","14","59"
"NM","Escalante","87","1","08-01-2020","15","1","239","","369.9","Measured",".158","Calculated",".306","Measured","717.448","Calculated","245.9","Measured",".105","Calculated","2344.6","14","59"
"NM","Escalante","87","1","08-01-2020","16","1","239","","344.2","Measured",".147","Calculated",".304","Measured","712.576","Calculated","245.8","Measured",".105","Calculated","2344","14","59"
"NM","Escalante","87","1","08-01-2020","17","1","238","","320.7","Measured",".137","Calculated",".303","Measured","707.657","Calculated","244.9","Measured",".105","Calculated","2335.5","14","59"
"NM","Escalante","87","1","08-01-2020","18","1","231","","351.3","Measured",".155","Calculated",".302","Measured","683.366","Calculated","237.3","Measured",".105","Calculated","2262.8","14","59"
"NM","Escalante","87","1","08-01-2020","19","1","234","","395.6","Measured",".171","Calculated",".304","Measured","701.784","Calculated","242.1","Measured",".105","Calculated","2308.5","14","59"
"NM","Escalante","87","1","08-01-2020","20","1","236","","397.4","Measured",".17","Calculated",".306","Measured","717.325","Calculated","245.9","Measured",".105","Calculated","2344.2","14","59"
"NM","Escalante","87","1","08-01-2020","21","1","231","","380.4","Measured",".166","Calculated",".301","Measured","690.133","Calculated","240.5","Measured",".105","Calculated","2292.8","14","59"
"NM","Escalante","87","1","08-01-2020","22","1","228","","378.9","Measured",".169","Calculated",".304","Measured","682.146","Calculated","235.3","Measured",".105","Calculated","2243.9","14","59"
"NM","Escalante","87","1","08-01-2020","23","1","207","","352.2","Measured",".172","Calculated",".288","Measured","589.622","Calculated","214.7","Measured",".105","Calculated","2047.3","14","59"
"NM","Escalante","87","1","08-02-2020","0","1","205","","354.9","Measured",".174","Calculated",".287","Measured","584.332","Calculated","213.5","Measured",".105","Calculated","2036","14","59"
"NM","Escalante","87","1","08-02-2020","1","1","207","","349.1","Measured",".169","Calculated",".287","Measured","591.823","Calculated","216.3","Measured",".105","Calculated","2062.1","14","59"
"NM","Escalante","87","1","08-02-2020","2","1","214","","377.2","Measured",".178","Calculated",".29","Measured","615.844","Calculated","222.7","Measured",".105","Calculated","2123.6","14","59"
"NM","Escalante","87","1","08-02-2020","3","1","211","","381.3","Measured",".183","Calculated",".29","Measured","603.316","Calculated","218.2","Measured",".105","Calculated","2080.4","14","59"
"NM","Escalante","87","1","08-02-2020","4","1","213","","390.8","Measured",".187","Calculated",".292","Measured","611.302","Calculated","219.6","Measured",".105","Calculated","2093.5","14","59"
"NM","Escalante","87","1","08-02-2020","5","1","208","","301.2","Measured",".147","Calculated",".29","Measured","593.166","Calculated","214.5","Measured",".105","Calculated","2045.4","14","59"
"NM","Escalante","87","1","08-02-2020","6","1","207","","281.5","Measured",".138","Calculated",".289","Measured","590.051","Calculated","214.1","Measured",".105","Calculated","2041.7","14","59"
"NM","Escalante","87","1","08-02-2020","7","1","200","","267.1","Measured",".136","Calculated",".288","Measured","563.846","Calculated","205.3","Measured",".105","Calculated","1957.8","14","59"
