"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"WY","Dave Johnston","4158","BW41","05-01-2020","0","1","93","","651.1","Measured",".666","Calculated",".474","Measured","463.619","Calculated","102.6","Measured",".105","Calculated","978.1","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","1","1","93","","643.1","Measured",".657","Calculated",".469","Measured","458.729","Calculated","102.6","Measured",".105","Calculated","978.1","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","2","1","93","","643.3","Measured",".659","Calculated",".471","Measured","459.508","Calculated","102.3","Measured",".105","Calculated","975.6","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","3","1","93","","643.3","Measured",".658","Calculated",".469","Measured","458.682","Calculated","102.6","Measured",".105","Calculated","978","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","4","1","93","","632.9","Measured",".646","Calculated",".469","Measured","459.198","Calculated","102.7","Measured",".105","Calculated","979.1","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","5","1","93","","632","Measured",".653","Calculated",".476","Measured","460.863","Calculated","101.5","Measured",".105","Calculated","968.2","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","6","1","93","","654.9","Measured",".667","Calculated",".463","Measured","454.898","Calculated","103","Measured",".105","Calculated","982.5","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","7","1","93","","691.1","Measured",".702","Calculated",".476","Measured","468.622","Calculated","103.3","Measured",".105","Calculated","984.5","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","8","1","93","","688.6","Measured",".705","Calculated",".481","Measured","469.648","Calculated","102.4","Measured",".105","Calculated","976.4","764","2633"
"WY","Dave Johnston","4158","BW41","05-01-2020","9","1","93","","690.3","Measured",".706","Calculated",".493","Measured","482.203","Calculated","102.6","Measured",".105","Calculated","978.1","764","2633"
